Region/Country/Area,Country/Area name,Year,Variables,"Teaching staff at the primary, lower secondary and upper secondary levels"
44,Bahamas,2015,Teachers with minimum required qualifications at upper secondary level,86.3
44,Bahamas,2021,Teachers at primary level,"1,722"
44,Bahamas,2021,Teachers with minimum required qualifications at primary level,90.7
44,Bahamas,2021,Teachers at lower secondary level,"1,046"
44,Bahamas,2021,Teachers with minimum required qualifications at lower secondary level,88.6
44,Bahamas,2021,Teachers at upper secondary level,"1,200"
44,Bahamas,2021,Teachers with minimum required qualifications at upper secondary level,90.2
48,Bahrain,2015,Teachers at primary level,"9,219"
48,Bahrain,2015,Teachers with minimum required qualifications at primary level,82.5
48,Bahrain,2015,Teachers at lower secondary level,"4,413"
48,Bahrain,2015,Teachers with minimum required qualifications at lower secondary level,82.7
48,Bahrain,2015,Teachers at upper secondary level,"4,961"
48,Bahrain,2015,Teachers with minimum required qualifications at upper secondary level,83.7
48,Bahrain,2022,Teachers at primary level,"8,683"
48,Bahrain,2022,Teachers with minimum required qualifications at primary level,100.0
48,Bahrain,2022,Teachers at lower secondary level,"4,145"
48,Bahrain,2022,Teachers with minimum required qualifications at lower secondary level,100.0
48,Bahrain,2022,Teachers at upper secondary level,"4,593"
48,Bahrain,2022,Teachers with minimum required qualifications at upper secondary level,100.0
50,Bangladesh,2004,Teachers at lower secondary level,"186,247"
50,Bangladesh,2004,Teachers with minimum required qualifications at lower secondary level,37.6
50,Bangladesh,2004,Teachers at upper secondary level,"192,029"
50,Bangladesh,2004,Teachers with minimum required qualifications at upper secondary level,25.6
50,Bangladesh,2005,Teachers at primary level,"344,806"
50,Bangladesh,2005,Teachers with minimum required qualifications at primary level,53.4
50,Bangladesh,2005,Teachers at lower secondary level,"220,464"
50,Bangladesh,2005,Teachers at upper secondary level,"202,114"
50,Bangladesh,2009,Teachers at primary level,"361,450"
50,Bangladesh,2009,Teachers with minimum required qualifications at primary level,58.4
50,Bangladesh,2009,Teachers at lower secondary level,"207,897"
50,Bangladesh,2009,Teachers with minimum required qualifications at lower secondary level,57.4
50,Bangladesh,2009,Teachers at upper secondary level,"179,376"
50,Bangladesh,2009,Teachers with minimum required qualifications at upper secondary level,41.7
50,Bangladesh,2010,Teachers at primary level,"395,281"
50,Bangladesh,2010,Teachers at lower secondary level,"205,384"
50,Bangladesh,2010,Teachers with minimum required qualifications at lower secondary level,58.5
50,Bangladesh,2010,Teachers at upper secondary level,"194,668"
50,Bangladesh,2010,Teachers with minimum required qualifications at upper secondary level,40.7
50,Bangladesh,2013,Teachers at lower secondary level,"204,188"
50,Bangladesh,2013,Teachers with minimum required qualifications at lower secondary level,59.6
50,Bangladesh,2013,Teachers at upper secondary level,"174,021"
50,Bangladesh,2013,Teachers with minimum required qualifications at upper secondary level,56.2
50,Bangladesh,2015,Teachers at primary level,"527,798"
50,Bangladesh,2015,Teachers with minimum required qualifications at primary level,47.6
50,Bangladesh,2022,Teachers at primary level,"359,095"
50,Bangladesh,2022,Teachers with minimum required qualifications at primary level,74.3
50,Bangladesh,2022,Teachers at lower secondary level,"220,340"
50,Bangladesh,2022,Teachers with minimum required qualifications at lower secondary level,67.0
50,Bangladesh,2022,Teachers at upper secondary level,"334,575"
50,Bangladesh,2022,Teachers with minimum required qualifications at upper secondary level,62.5
52,Barbados,2005,Teachers at primary level,"1,469"
52,Barbados,2005,Teachers with minimum required qualifications at primary level,73.2
52,Barbados,2010,Teachers at primary level,"1,742"
52,Barbados,2010,Teachers with minimum required qualifications at primary level,58.5
52,Barbados,2015,Teachers at primary level,"1,560"
52,Barbados,2015,Teachers with minimum required qualifications at primary level,65.8
52,Barbados,2015,Teachers at lower secondary level,586
52,Barbados,2015,Teachers with minimum required qualifications at lower secondary level,52.2
52,Barbados,2015,Teachers at upper secondary level,586
52,Barbados,2015,Teachers with minimum required qualifications at upper secondary level,52.4
52,Barbados,2022,Teachers at primary level,"1,597"
52,Barbados,2022,Teachers with minimum required qualifications at primary level,75.8
52,Barbados,2022,Teachers at lower secondary level,622
52,Barbados,2022,Teachers with minimum required qualifications at lower secondary level,50.5
52,Barbados,2022,Teachers at upper secondary level,619
52,Barbados,2022,Teachers with minimum required qualifications at upper secondary level,50.7
112,Belarus,2005,Teachers at primary level,"23,671"
112,Belarus,2005,Teachers with minimum required qualifications at primary level,99.8
112,Belarus,2010,Teachers at primary level,"23,907"
112,Belarus,2010,Teachers with minimum required qualifications at primary level,99.8
112,Belarus,2015,Teachers at primary level,"22,029"
112,Belarus,2015,Teachers with minimum required qualifications at primary level,99.4
112,Belarus,2015,Teachers at lower secondary level,"53,875"
112,Belarus,2015,Teachers with minimum required qualifications at lower secondary level,98.0
112,Belarus,2015,Teachers at upper secondary level,"23,153"
112,Belarus,2015,Teachers with minimum required qualifications at upper secondary level,91.5
112,Belarus,2022,Teachers at primary level,"22,534"
112,Belarus,2022,Teachers with minimum required qualifications at primary level,99.4
112,Belarus,2022,Teachers at lower secondary level,"50,889"
112,Belarus,2022,Teachers with minimum required qualifications at lower secondary level,98.5
112,Belarus,2022,Teachers at upper secondary level,"22,543"
112,Belarus,2022,Teachers with minimum required qualifications at upper secondary level,94.8
56,Belgium,2005,Teachers at primary level,"64,278"
56,Belgium,2005,Teachers at lower secondary level,"42,469"
56,Belgium,2010,Teachers at primary level,"66,317"
56,Belgium,2010,Teachers at lower secondary level,"42,533"
56,Belgium,2015,Teachers at primary level,"69,681"
56,Belgium,2015,Teachers at lower secondary level,"47,829"
56,Belgium,2015,Teachers at upper secondary level,"81,393"
56,Belgium,2022,Teachers at primary level,"79,534"
56,Belgium,2022,Teachers at lower secondary level,"49,445"
56,Belgium,2022,Teachers at upper secondary level,"87,527"
84,Belize,2004,Teachers at primary level,"2,109"
84,Belize,2004,Teachers with minimum required qualifications at primary level,51.4
84,Belize,2004,Teachers at lower secondary level,"1,138"
84,Belize,2004,Teachers with minimum required qualifications at lower secondary level,43.1
84,Belize,2004,Teachers at upper secondary level,390
84,Belize,2004,Teachers with minimum required qualifications at upper secondary level,43.1
84,Belize,2005,Teachers at primary level,"2,127"
84,Belize,2005,Teachers at lower secondary level,"1,148"
84,Belize,2005,Teachers at upper secondary level,410
84,Belize,2010,Teachers at primary level,"2,367"
84,Belize,2010,Teachers with minimum required qualifications at primary level,45.2
84,Belize,2010,Teachers at lower secondary level,"1,436"
84,Belize,2010,Teachers with minimum required qualifications at lower secondary level,39.0
84,Belize,2010,Teachers at upper secondary level,511
84,Belize,2010,Teachers with minimum required qualifications at upper secondary level,34.4
84,Belize,2015,Teachers at primary level,"2,548"
84,Belize,2015,Teachers with minimum required qualifications at primary level,67.5
84,Belize,2015,Teachers at lower secondary level,"1,706"
84,Belize,2015,Teachers with minimum required qualifications at lower secondary level,49.9
84,Belize,2015,Teachers at upper secondary level,616
84,Belize,2015,Teachers with minimum required qualifications at upper secondary level,39.6
84,Belize,2022,Teachers at primary level,"2,496"
84,Belize,2022,Teachers with minimum required qualifications at primary level,88.1
84,Belize,2022,Teachers at lower secondary level,"1,838"
84,Belize,2022,Teachers with minimum required qualifications at lower secondary level,71.4
84,Belize,2022,Teachers at upper secondary level,660
84,Belize,2022,Teachers with minimum required qualifications at upper secondary level,70.6
204,Benin,2000,Teachers at primary level,"17,710"
204,Benin,2000,Teachers with minimum required qualifications at primary level,65.0
204,Benin,2000,Teachers at lower secondary level,"6,768"
204,Benin,2000,Teachers with minimum required qualifications at lower secondary level,39.2
204,Benin,2000,Teachers at upper secondary level,"3,035"
204,Benin,2000,Teachers with minimum required qualifications at upper secondary level,33.2
204,Benin,2004,Teachers at primary level,"25,583"
204,Benin,2004,Teachers with minimum required qualifications at primary level,72.2
204,Benin,2004,Teachers at lower secondary level,"10,068"
204,Benin,2004,Teachers at upper secondary level,"4,342"
204,Benin,2005,Teachers at primary level,"28,148"
204,Benin,2010,Teachers at primary level,"38,540"
204,Benin,2010,Teachers with minimum required qualifications at primary level,42.6
204,Benin,2014,Teachers at primary level,"46,454"
204,Benin,2014,Teachers with minimum required qualifications at primary level,67.6
204,Benin,2014,Teachers at lower secondary level,"60,400"
204,Benin,2014,Teachers at upper secondary level,"30,039"
204,Benin,2015,Teachers at primary level,"49,688"
204,Benin,2015,Teachers with minimum required qualifications at primary level,69.1
204,Benin,2021,Teachers at primary level,"58,524"
204,Benin,2021,Teachers with minimum required qualifications at primary level,75.1
204,Benin,2022,Teachers at primary level,"59,742"
60,Bermuda,2005,Teachers at primary level,571
60,Bermuda,2005,Teachers with minimum required qualifications at primary level,100.0
60,Bermuda,2005,Teachers at lower secondary level,323
60,Bermuda,2005,Teachers with minimum required qualifications at lower secondary level,100.0
60,Bermuda,2005,Teachers at upper secondary level,359
60,Bermuda,2005,Teachers with minimum required qualifications at upper secondary level,100.0
60,Bermuda,2006,Teachers at primary level,567
60,Bermuda,2006,Teachers with minimum required qualifications at primary level,100.0
60,Bermuda,2006,Teachers at lower secondary level,367
60,Bermuda,2006,Teachers with minimum required qualifications at lower secondary level,100.0
60,Bermuda,2006,Teachers at upper secondary level,380
60,Bermuda,2006,Teachers with minimum required qualifications at upper secondary level,100.0
60,Bermuda,2010,Teachers at primary level,608
60,Bermuda,2010,Teachers at lower secondary level,402
60,Bermuda,2010,Teachers at upper secondary level,423
60,Bermuda,2014,Teachers at primary level,610
60,Bermuda,2014,Teachers with minimum required qualifications at primary level,100.0
60,Bermuda,2014,Teachers at lower secondary level,416
60,Bermuda,2014,Teachers with minimum required qualifications at lower secondary level,100.0
60,Bermuda,2014,Teachers at upper secondary level,406
60,Bermuda,2014,Teachers with minimum required qualifications at upper secondary level,100.0
60,Bermuda,2015,Teachers at primary level,398
60,Bermuda,2015,Teachers at lower secondary level,311
60,Bermuda,2015,Teachers at upper secondary level,327
60,Bermuda,2016,Teachers at primary level,420
60,Bermuda,2016,Teachers with minimum required qualifications at primary level,100.0
60,Bermuda,2016,Teachers at lower secondary level,338
60,Bermuda,2016,Teachers with minimum required qualifications at lower secondary level,100.0
60,Bermuda,2016,Teachers at upper secondary level,334
60,Bermuda,2016,Teachers with minimum required qualifications at upper secondary level,100.0
64,Bhutan,2005,Teachers at primary level,"3,203"
64,Bhutan,2005,Teachers with minimum required qualifications at primary level,93.8
64,Bhutan,2005,Teachers at lower secondary level,"1,073"
64,Bhutan,2005,Teachers with minimum required qualifications at lower secondary level,93.5
64,Bhutan,2005,Teachers at upper secondary level,426
64,Bhutan,2008,Teachers at primary level,"3,551"
64,Bhutan,2008,Teachers with minimum required qualifications at primary level,91.5
64,Bhutan,2008,Teachers at lower secondary level,"1,350"
