Region/Country/Area,Country/Area name,Year,Variables,"Ratio of girls to boys in primary, lower secondary and upper secondary education"
40,Austria,2022,Ratio of girls to boys in primary education,0.99
40,Austria,1995,Ratio of girls to boys in lower secondary education,1.00
40,Austria,2005,Ratio of girls to boys in lower secondary education,0.99
40,Austria,2010,Ratio of girls to boys in lower secondary education,1.00
40,Austria,2015,Ratio of girls to boys in lower secondary education,1.00
40,Austria,2020,Ratio of girls to boys in lower secondary education,0.99
40,Austria,2021,Ratio of girls to boys in lower secondary education,0.99
40,Austria,2022,Ratio of girls to boys in lower secondary education,0.99
40,Austria,1995,Ratio of girls to boys in upper secondary education,0.89
40,Austria,2005,Ratio of girls to boys in upper secondary education,0.92
40,Austria,2010,Ratio of girls to boys in upper secondary education,0.93
40,Austria,2015,Ratio of girls to boys in upper secondary education,0.94
40,Austria,2020,Ratio of girls to boys in upper secondary education,0.96
40,Austria,2021,Ratio of girls to boys in upper secondary education,0.96
40,Austria,2022,Ratio of girls to boys in upper secondary education,0.97
31,Azerbaijan,2005,Ratio of girls to boys in primary education,0.95
31,Azerbaijan,2010,Ratio of girls to boys in primary education,0.99
31,Azerbaijan,2015,Ratio of girls to boys in primary education,0.98
31,Azerbaijan,2020,Ratio of girls to boys in primary education,1.03
31,Azerbaijan,2021,Ratio of girls to boys in primary education,1.00
31,Azerbaijan,2022,Ratio of girls to boys in primary education,0.99
31,Azerbaijan,2005,Ratio of girls to boys in lower secondary education,0.96
31,Azerbaijan,2010,Ratio of girls to boys in lower secondary education,0.97
31,Azerbaijan,2015,Ratio of girls to boys in lower secondary education,0.97
31,Azerbaijan,2020,Ratio of girls to boys in lower secondary education,0.99
31,Azerbaijan,2021,Ratio of girls to boys in lower secondary education,0.99
31,Azerbaijan,2022,Ratio of girls to boys in lower secondary education,0.99
31,Azerbaijan,2020,Ratio of girls to boys in upper secondary education,0.96
31,Azerbaijan,2021,Ratio of girls to boys in upper secondary education,0.97
31,Azerbaijan,2022,Ratio of girls to boys in upper secondary education,0.87
44,Bahamas,1995,Ratio of girls to boys in primary education,0.98
44,Bahamas,2005,Ratio of girls to boys in primary education,0.97
44,Bahamas,2010,Ratio of girls to boys in primary education,0.97
44,Bahamas,2021,Ratio of girls to boys in primary education,0.99
44,Bahamas,2005,Ratio of girls to boys in lower secondary education,0.95
44,Bahamas,2010,Ratio of girls to boys in lower secondary education,1.00
44,Bahamas,2021,Ratio of girls to boys in lower secondary education,0.99
44,Bahamas,2005,Ratio of girls to boys in upper secondary education,1.07
44,Bahamas,2010,Ratio of girls to boys in upper secondary education,1.05
44,Bahamas,2021,Ratio of girls to boys in upper secondary education,1.03
48,Bahrain,1995,Ratio of girls to boys in primary education,1.03
48,Bahrain,2005,Ratio of girls to boys in primary education,1.04
48,Bahrain,2015,Ratio of girls to boys in primary education,1.01
48,Bahrain,2022,Ratio of girls to boys in primary education,1.01
48,Bahrain,2005,Ratio of girls to boys in lower secondary education,1.08
48,Bahrain,2010,Ratio of girls to boys in lower secondary education,1.01
48,Bahrain,2015,Ratio of girls to boys in lower secondary education,0.98
48,Bahrain,2022,Ratio of girls to boys in lower secondary education,1.00
48,Bahrain,2005,Ratio of girls to boys in upper secondary education,1.21
48,Bahrain,2010,Ratio of girls to boys in upper secondary education,1.08
48,Bahrain,2015,Ratio of girls to boys in upper secondary education,1.07
48,Bahrain,2022,Ratio of girls to boys in upper secondary education,0.92
50,Bangladesh,2005,Ratio of girls to boys in primary education,1.03
50,Bangladesh,2010,Ratio of girls to boys in primary education,1.05
50,Bangladesh,2020,Ratio of girls to boys in primary education,1.08
50,Bangladesh,2021,Ratio of girls to boys in primary education,1.01
50,Bangladesh,2022,Ratio of girls to boys in primary education,1.09
50,Bangladesh,2005,Ratio of girls to boys in lower secondary education,1.11
50,Bangladesh,2010,Ratio of girls to boys in lower secondary education,1.18
50,Bangladesh,2015,Ratio of girls to boys in lower secondary education,1.19
50,Bangladesh,2020,Ratio of girls to boys in lower secondary education,1.22
50,Bangladesh,2021,Ratio of girls to boys in lower secondary education,1.25
50,Bangladesh,2022,Ratio of girls to boys in lower secondary education,1.21
50,Bangladesh,2005,Ratio of girls to boys in upper secondary education,0.97
50,Bangladesh,2010,Ratio of girls to boys in upper secondary education,0.98
50,Bangladesh,2015,Ratio of girls to boys in upper secondary education,0.97
50,Bangladesh,2020,Ratio of girls to boys in upper secondary education,1.09
50,Bangladesh,2021,Ratio of girls to boys in upper secondary education,1.22
50,Bangladesh,2022,Ratio of girls to boys in upper secondary education,1.07
52,Barbados,2005,Ratio of girls to boys in primary education,0.98
52,Barbados,2010,Ratio of girls to boys in primary education,1.00
52,Barbados,2015,Ratio of girls to boys in primary education,0.98
52,Barbados,2020,Ratio of girls to boys in primary education,0.97
52,Barbados,2021,Ratio of girls to boys in primary education,0.97
52,Barbados,2022,Ratio of girls to boys in primary education,0.97
52,Barbados,2005,Ratio of girls to boys in lower secondary education,0.95
52,Barbados,2010,Ratio of girls to boys in lower secondary education,0.93
52,Barbados,2015,Ratio of girls to boys in lower secondary education,1.00
52,Barbados,2020,Ratio of girls to boys in lower secondary education,0.97
52,Barbados,2021,Ratio of girls to boys in lower secondary education,1.00
52,Barbados,2022,Ratio of girls to boys in lower secondary education,1.01
52,Barbados,2005,Ratio of girls to boys in upper secondary education,1.02
52,Barbados,2010,Ratio of girls to boys in upper secondary education,1.05
52,Barbados,2015,Ratio of girls to boys in upper secondary education,1.05
52,Barbados,2020,Ratio of girls to boys in upper secondary education,1.06
52,Barbados,2021,Ratio of girls to boys in upper secondary education,1.04
52,Barbados,2022,Ratio of girls to boys in upper secondary education,1.06
112,Belarus,1995,Ratio of girls to boys in primary education,0.94
112,Belarus,2005,Ratio of girls to boys in primary education,0.94
112,Belarus,2010,Ratio of girls to boys in primary education,0.98
112,Belarus,2015,Ratio of girls to boys in primary education,0.98
112,Belarus,2020,Ratio of girls to boys in primary education,0.98
112,Belarus,2021,Ratio of girls to boys in primary education,0.99
112,Belarus,2022,Ratio of girls to boys in primary education,0.96
112,Belarus,1995,Ratio of girls to boys in lower secondary education,0.95
112,Belarus,2005,Ratio of girls to boys in lower secondary education,0.94
112,Belarus,2010,Ratio of girls to boys in lower secondary education,0.98
112,Belarus,2015,Ratio of girls to boys in lower secondary education,0.98
112,Belarus,2020,Ratio of girls to boys in lower secondary education,0.98
112,Belarus,2021,Ratio of girls to boys in lower secondary education,0.99
112,Belarus,2022,Ratio of girls to boys in lower secondary education,0.97
112,Belarus,2010,Ratio of girls to boys in upper secondary education,0.92
112,Belarus,2015,Ratio of girls to boys in upper secondary education,0.95
112,Belarus,2020,Ratio of girls to boys in upper secondary education,0.93
112,Belarus,2021,Ratio of girls to boys in upper secondary education,0.93
112,Belarus,2022,Ratio of girls to boys in upper secondary education,0.94
56,Belgium,1995,Ratio of girls to boys in primary education,0.99
56,Belgium,2005,Ratio of girls to boys in primary education,1.00
56,Belgium,2010,Ratio of girls to boys in primary education,1.00
56,Belgium,2015,Ratio of girls to boys in primary education,1.00
56,Belgium,2020,Ratio of girls to boys in primary education,1.00
56,Belgium,2021,Ratio of girls to boys in primary education,1.00
56,Belgium,1995,Ratio of girls to boys in lower secondary education,1.12
56,Belgium,2005,Ratio of girls to boys in lower secondary education,1.13
56,Belgium,2010,Ratio of girls to boys in lower secondary education,1.03
56,Belgium,2015,Ratio of girls to boys in lower secondary education,1.06
56,Belgium,2020,Ratio of girls to boys in lower secondary education,1.04
56,Belgium,2021,Ratio of girls to boys in lower secondary education,1.03
56,Belgium,1995,Ratio of girls to boys in upper secondary education,1.04
56,Belgium,2005,Ratio of girls to boys in upper secondary education,1.09
56,Belgium,2010,Ratio of girls to boys in upper secondary education,1.16
56,Belgium,2015,Ratio of girls to boys in upper secondary education,1.15
56,Belgium,2020,Ratio of girls to boys in upper secondary education,1.15
56,Belgium,2021,Ratio of girls to boys in upper secondary education,1.13
84,Belize,1995,Ratio of girls to boys in primary education,0.96
84,Belize,2005,Ratio of girls to boys in primary education,0.96
84,Belize,2010,Ratio of girls to boys in primary education,0.97
84,Belize,2015,Ratio of girls to boys in primary education,0.95
84,Belize,2020,Ratio of girls to boys in primary education,0.97
84,Belize,2021,Ratio of girls to boys in primary education,0.97
84,Belize,2022,Ratio of girls to boys in primary education,0.98
84,Belize,2005,Ratio of girls to boys in lower secondary education,1.00
84,Belize,2010,Ratio of girls to boys in lower secondary education,1.04
84,Belize,2015,Ratio of girls to boys in lower secondary education,1.01
84,Belize,2020,Ratio of girls to boys in lower secondary education,1.00
84,Belize,2021,Ratio of girls to boys in lower secondary education,0.99
84,Belize,2022,Ratio of girls to boys in lower secondary education,0.99
84,Belize,2005,Ratio of girls to boys in upper secondary education,1.13
84,Belize,2010,Ratio of girls to boys in upper secondary education,1.16
84,Belize,2015,Ratio of girls to boys in upper secondary education,1.13
84,Belize,2020,Ratio of girls to boys in upper secondary education,1.15
84,Belize,2021,Ratio of girls to boys in upper secondary education,1.15
84,Belize,2022,Ratio of girls to boys in upper secondary education,1.17
204,Benin,1995,Ratio of girls to boys in primary education,0.57
204,Benin,2005,Ratio of girls to boys in primary education,0.80
204,Benin,2010,Ratio of girls to boys in primary education,0.90
204,Benin,2015,Ratio of girls to boys in primary education,0.93
204,Benin,2020,Ratio of girls to boys in primary education,0.92
204,Benin,2021,Ratio of girls to boys in primary education,0.92
204,Benin,2022,Ratio of girls to boys in primary education,0.93
204,Benin,2005,Ratio of girls to boys in lower secondary education,0.58
204,Benin,2015,Ratio of girls to boys in lower secondary education,0.81
204,Benin,2020,Ratio of girls to boys in lower secondary education,0.88
204,Benin,2021,Ratio of girls to boys in lower secondary education,0.90
204,Benin,2022,Ratio of girls to boys in lower secondary education,0.91
204,Benin,2005,Ratio of girls to boys in upper secondary education,0.52
204,Benin,2015,Ratio of girls to boys in upper secondary education,0.51
204,Benin,2020,Ratio of girls to boys in upper secondary education,0.65
204,Benin,2021,Ratio of girls to boys in upper secondary education,0.69
204,Benin,2022,Ratio of girls to boys in upper secondary education,0.73
60,Bermuda,1995,Ratio of girls to boys in primary education,0.99
60,Bermuda,2005,Ratio of girls to boys in primary education,1.03
60,Bermuda,2015,Ratio of girls to boys in primary education,1.02
60,Bermuda,2020,Ratio of girls to boys in primary education,1.02
60,Bermuda,2021,Ratio of girls to boys in primary education,1.01
60,Bermuda,2022,Ratio of girls to boys in primary education,1.01
60,Bermuda,2005,Ratio of girls to boys in lower secondary education,1.02
60,Bermuda,2010,Ratio of girls to boys in lower secondary education,1.08
60,Bermuda,2015,Ratio of girls to boys in lower secondary education,1.04
60,Bermuda,2020,Ratio of girls to boys in lower secondary education,1.12
60,Bermuda,2021,Ratio of girls to boys in lower secondary education,1.08
60,Bermuda,2022,Ratio of girls to boys in lower secondary education,1.08
60,Bermuda,2005,Ratio of girls to boys in upper secondary education,1.13
60,Bermuda,2010,Ratio of girls to boys in upper secondary education,1.15
